113	NC(CC1=CC(F)=C(O)C(F)=C1F)C(=O)O	InChI=1S/C9H8F3NO3/c10-4-1-3(2-5(13)9(15)16)6(11)7(12)8(4)14/h1,5,14H,2,13H2,(H,15,16)	AUJOGVIKYBGMRE-UHFFFAOYSA-N
114	NC(CC1=CC(F)=C(O)C(F)=C1)C(=O)O	InChI=1S/C9H9F2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)	KPKMCRFCNWVLDA-UHFFFAOYSA-N
115	NC(CC1=CC=C(NNC2=CC=CC=C2)C=C1)C(=O)O	InChI=1S/C15H17N3O2/c16-14(15(19)20)10-11-6-8-13(9-7-11)18-17-12-4-2-1-3-5-12/h1-9,14,17-18H,10,16H2,(H,19,20)	ZLWCHZVFSZLPBY-UHFFFAOYSA-N
116	NC(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)O	InChI=1S/C15H15NO2/c16-14(15(17)18)10-11-6-8-13(9-7-11)12-4-2-1-3-5-12/h1-9,14H,10,16H2,(H,17,18)	JCZLABDVDPYLRZ-UHFFFAOYSA-N
117	NC(CC1=CC(I)=C(O)C=C1)C(=O)O	InChI=1S/C9H10INO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)	UQTZMGFTRHFAAM-UHFFFAOYSA-N
118	NC(CC1=CC(Cl)=C(O)C=C1)C(=O)O	InChI=1S/C9H10ClNO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)	ACWBBAGYTKWBCD-UHFFFAOYSA-N
119	NC(CC1=CC(Br)=C(O)C=C1)C(=O)O	InChI=1S/C9H10BrNO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)	HGWOSUKIFQMEIF-UHFFFAOYSA-N
120	NC(CC1=C(F)C(F)=C(O)C=C1F)C(=O)O	InChI=1S/C9H8F3NO3/c10-4-2-6(14)8(12)7(11)3(4)1-5(13)9(15)16/h2,5,14H,1,13H2,(H,15,16)	LVKGBSFEYFVENX-UHFFFAOYSA-N
121	NC(CC1=C(F)C(F)=C(O)C=C1)C(=O)O	InChI=1S/C9H9F2NO3/c10-7-4(3-5(12)9(14)15)1-2-6(13)8(7)11/h1-2,5,13H,3,12H2,(H,14,15)	XWNMQLVJIYFCFZ-UHFFFAOYSA-N
122	NC(CC1=C(F)C(F)=C(F)C(F)=C1F)C(=O)O	InChI=1S/C9H6F5NO2/c10-4-2(1-3(15)9(16)17)5(11)7(13)8(14)6(4)12/h3H,1,15H2,(H,16,17)	YYTDJPUFAVPHQA-UHFFFAOYSA-N
123	NC(CC1=CC(F)=C(O)C=C1)C(=O)O	InChI=1S/C9H10FNO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)	VIIAUOZUUGXERI-UHFFFAOYSA-N
124	CC(OP(=O)(O)O)C(N)C(=O)O	InChI=1S/C4H10NO6P/c1-2(3(5)4(6)7)11-12(8,9)10/h2-3H,5H2,1H3,(H,6,7)(H2,8,9,10)	USRGIUJOYOXOQJ-UHFFFAOYSA-N
125	N=[N+]=NCCC(N)C(=O)O	InChI=1S/C4H8N4O2/c5-3(4(9)10)1-2-7-8-6/h3,6H,1-2,5H2/p+1	ZYCQYIKWMNNPJE-UHFFFAOYSA-O
126	NC(CC1=CC(Cl)=C(O)C(Cl)=C1)C(=O)O	InChI=1S/C9H9Cl2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)	MPHURJQUHZHALJ-UHFFFAOYSA-N
127	CC(C)(Br)C(=O)NC1=CC=C(CC(N)C(=O)O)C=C1	InChI=1S/C13H17BrN2O3/c1-13(2,14)12(19)16-9-5-3-8(4-6-9)7-10(15)11(17)18/h3-6,10H,7,15H2,1-2H3,(H,16,19)(H,17,18)	ZKDRICVKKZOGNC-UHFFFAOYSA-N
128	NC(CSCC(O)CO)C(=O)O	InChI=1S/C6H13NO4S/c7-5(6(10)11)3-12-2-4(9)1-8/h4-5,8-9H,1-3,7H2,(H,10,11)	GPWYBXDQHZIBPR-UHFFFAOYSA-N
129	CC(C)CC(C)(N)C(=O)O	InChI=1S/C7H15NO2/c1-5(2)4-7(3,8)6(9)10/h5H,4,8H2,1-3H3,(H,9,10)	ARSWQPLPYROOBG-UHFFFAOYSA-N
130	O=C(O)C1CC=CN1	InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h1,3-4,6H,2H2,(H,7,8)	NXOIMAMHRHDCFR-UHFFFAOYSA-N
131	NC(CC1=CC=C(NC(=O)C2CC/C=C/CCC2)C=C1)C(=O)O	InChI=1S/C18H24N2O3/c19-16(18(22)23)12-13-8-10-15(11-9-13)20-17(21)14-6-4-2-1-3-5-7-14/h1-2,8-11,14,16H,3-7,12,19H2,(H,20,21)(H,22,23)/b2-1+	NTVNNTNXRKFWIK-OWOJBTEDSA-N
132	NC(CCC(O)=NC(CS)C(O)=NCC(=O)O)C(=O)O	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)	RWSXRVCMGQZWBV-UHFFFAOYSA-N
133	CC1=NC=C(COP(=O)(O)O)C(/C=N/CCCCC(N)C(=O)O)=C1O	InChI=1S/C14H22N3O7P/c1-9-13(18)11(10(6-17-9)8-24-25(21,22)23)7-16-5-3-2-4-12(15)14(19)20/h6-7,12,18H,2-5,8,15H2,1H3,(H,19,20)(H2,21,22,23)/b16-7+	YQSOQJORMNSDJL-FRKPEAEDSA-N
134	CC(O)=NCCCCC(N)C(=O)O	InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)	DTERQYGMUDWYAZ-UHFFFAOYSA-N
135	NC(CC1=CC=C(OP(=O)(O)O)C=C1)C(=O)O	InChI=1S/C9H12NO6P/c10-8(9(11)12)5-6-1-3-7(4-2-6)16-17(13,14)15/h1-4,8H,5,10H2,(H,11,12)(H2,13,14,15)	DCWXELXMIBXGTH-UHFFFAOYSA-N
139	CC(=O)OCC(N)C(=O)O	InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)	VZXPDPZARILFQX-UHFFFAOYSA-N
